0
0
0
0
0
0
38.24
65.4
67.28
71.896
75.08
79.676
80.984
81.328
81.696
82.34
83.036
84.492
85.84
87.38
88.804
90.152
90.172
91.196
91.44
91.52
92.36
92.84
92.976
94.332
94.56
95.176
95.228
95.648
95.68
96.052
96.392
97.984
98.14
98.628
99.188
100
100
